Survey ResponseID,Recency,Frequency,Monetary,AveragePurchaseValue,CustomerLifespan,MeanDaysBetweenPurchases,LogFutureCLV
R_1Fyt6rHyiQcVOT8,0,1458,48829.68,33.49086419753086,1455,0.9979423868312757,8.945581542825694
R_1Fz9yYKcVxPaD7n,0,793,18187.02,22.934451450189155,1451,1.8297604035308954,8.826360298652125
R_1FzILFUkhEqt8k1,1,396,9859.17,24.89689393939394,1460,3.686868686868687,7.719889214881599
R_1FzkhYhOpeojsYt,34,51,1500.8,29.427450980392155,1268,24.862745098039216,5.836738701904826
R_1GBQ45wkJVX0xCi,4,576,2395.3,4.1585069444444445,1317,2.2864583333333335,7.471414310551931
R_1GCgOvzvQllBwhO,6,91,2244.28,24.662417582417586,1453,15.967032967032967,7.687804663905931
R_1GCwpR4TbUNRunu,29,5,317.46000000000004,63.492000000000004,350,70.0,4.395189621200163
R_1GDlAVAGQS3e35H,60,68,2922.69,42.98073529411765,1459,21.455882352941178,5.07310918535161
R_1GE6LgeTEJUmjF7,26,153,2953.79,19.305816993464052,1443,9.431372549019608,5.625316301376768
R_1GH7N5dBHvUlsG0,11,52,2338.73,44.97557692307692,1145,22.01923076923077,6.209253789660266
R_1GHRqNeLfZhykV2,1,323,5447.63,16.865727554179568,1092,3.3808049535603715,7.6447470813185
R_1GIfjocF2dRzyeH,9,644,16737.84,25.990434782608695,1458,2.2639751552795033,8.58557120725152
R_1GJQPdG3jpH3uLc,10,292,6691.05,22.914554794520548,1436,4.917808219178082,7.44321302570416
R_1GJh487BwGHUzGO,2,119,3245.08,27.269579831932774,1030,8.655462184873949,7.927071803167398
R_1GNwNjI3wJh2Kx4,3,185,4542.53,24.554216216216215,1421,7.681081081081081,8.240514360658942
R_1GOAtWFJawsiDH1,30,119,2412.68,20.274621848739493,1446,12.15126050420168,7.321889369314028
R_1GOF9DMNA7svT6V,20,10,271.06,27.106,73,7.3,3.5832411220909393
R_1GP6FxkWgiZPf0s,0,1605,30659.48,19.102479750778816,1455,0.9065420560747663,8.929184954499881
R_1GPUUOebp9ScVi1,2,105,3199.93,30.475523809523807,903,8.6,8.538764841304163
R_1GUnaIBNtPG7cDs,7,224,7693.8,34.347321428571426,1459,6.513392857142857,7.957891354193132
R_1GVN63HjPpVXPEx,5,454,9111.97,20.070418502202642,1445,3.182819383259912,8.486408157660037
R_1GVPS4RDaK1CXl9,831,5,130.21,26.042,1414,282.8,5.504274066439425
R_1GVsIStj8gTkbIE,2,521,13575.27,26.056180422264877,1446,2.775431861804223,8.408611939194563
R_1GWHQwmLGiIkYBH,48,71,884.77,12.461549295774647,1437,20.239436619718308,7.755505894003349
R_1GWwhndoXXJDzDA,4,167,4474.16,26.791377245508983,1457,8.724550898203592,8.267782663851309
R_1GZy78Wx8EqIpUZ,15,285,6800.39,23.86101754385965,1128,3.957894736842105,8.097541934029255
R_1GghoTNZdgUeySl,22,451,12257.38,27.17822616407982,1423,3.155210643015521,7.868265746510962
R_1GwfxDTVD3u41f2,2,62,2160.11,34.840483870967745,1387,22.370967741935484,7.088074833105418
R_1GymT83N9uDSyIG,11,68,1304.67,19.186323529411766,1452,21.352941176470587,5.451167200642247
R_1H2C6LKN5sYiPMS,33,68,1154.53,16.978382352941175,1454,21.38235294117647,6.6557234505741425
R_1H2GHIU38Oascte,5,160,1780.18,11.126125,1152,7.2,7.458197691299346
R_1H62mXmUtez2cIy,11,28,776.76,27.74142857142857,1109,39.607142857142854,4.878017769481417
R_1H6R8vRtVJI4SFg,2,454,10879.25,23.963105726872246,1459,3.2136563876651985,8.045123429187012
R_1H7fdZFFkwr8HKx,1,326,6869.06,21.070736196319018,1455,4.46319018404908,6.011120104766423
R_1H7zBXFz4gN1Ezl,10,368,5952.5,16.175271739130434,1457,3.9592391304347827,7.177652636781847
R_1H7zLm1nT1XvnWc,4,105,2077.26,19.783428571428573,1333,12.695238095238095,6.8022836460399025
R_1H8nEEGnbME0xMW,75,6,107.93,17.988333333333333,666,111.0,5.747129279159567
R_1HSZrCPXWeOpW01,1,7,278.84000000000003,39.83428571428572,1009,144.14285714285714,5.536073630230092
R_1HcpQT6Ffivx73P,11,246,13018.77,52.92182926829268,1450,5.894308943089431,9.186638693248636
R_1Hena1rUph3TnA3,0,657,18297.1,27.84946727549467,1442,2.1948249619482496,8.405966615129099
R_1HerhOnGTMWUefJ,22,172,7482.6,43.503488372093024,1440,8.372093023255815,6.757699536775093
R_1HjZ92vLV80BMkA,3,1230,25178.41,20.470252032520325,1459,1.186178861788618,9.229175865082157
R_1HjyB8kWn4gmwp5,72,27,364.06,13.483703703703704,1166,43.18518518518518,4.21582445975981
R_1HoDTPQVCFl0O3q,2,358,7625.72,21.300893854748605,1452,4.055865921787709,8.080577915515777
R_1HotIA3syHobFfp,0,778,16124.31,20.72533419023136,1333,1.7133676092544987,9.271025227272663
R_1Hq7yoxBmdHT0Yh,400,21,355.96999999999997,16.95095238095238,678,32.285714285714285,6.124858430278513
R_1HqJHdXffOUfDTR,16,166,4847.3,29.200602409638556,1414,8.518072289156626,6.902813086442817
R_1I4dnMKlrmtUP09,3,277,7555.19,27.27505415162455,1445,5.216606498194946,7.401512055268403
R_1I6meOeB0piHEX8,5,892,19149.43,21.467970852017938,1458,1.6345291479820627,9.079028229279581
R_1I9Fh0y1T090Zve,91,78,2759.45,35.3775641025641,1314,16.846153846153847,7.40926968761699
R_1IBrWZ6f5U3InBf,150,5,360.46000000000004,72.09200000000001,1079,215.8,4.791898684600252
R_1IEJrvdmlz5uakB,2,65,2535.01,39.00015384615385,1441,22.16923076923077,6.562910086796982
R_1IFq9WjfDcelfCl,5,171,9154.2,53.53333333333334,1082,6.3274853801169595,7.727235506127182
R_1IK012DF2hayY8h,999,17,386.58,22.74,1391,81.82352941176471,6.922249725132589
R_1IL4eE4qWAUTvTW,4,265,6908.78,26.0708679245283,958,3.6150943396226416,7.566600827845061
R_1IN7vU4CWQnwLLx,4,250,4523.28,18.09312,1457,5.828,8.084028980752612
R_1IQJmGpHDXC3ASx,2,248,7220.07,29.113185483870968,1450,5.846774193548387,7.089017942012586
R_1IQrTixrpV3RdZy,5,282,9064.62,32.14404255319149,1460,5.177304964539007,7.9922382168443775
R_1IRcsBDiYNaqCGX,1,964,20594.46,21.363547717842323,1459,1.5134854771784232,8.366870176723305
R_1ISEgH4xrMo9cJp,1,345,5430.97,15.741942028985507,1454,4.214492753623189,6.860548360817043
R_1ISJv7z3x6BnK4k,16,170,1638.34,9.637294117647059,1455,8.558823529411764,6.9650803456014065
R_1ISgBaln8Q2qIGM,129,7,308.56,44.08,808,115.42857142857143,5.329234469182758
R_1ISqoR3tKsqaNs0,23,43,1204.29,28.00674418604651,1334,31.023255813953487,5.994484981001479
R_1IT5DE79ggVU9Gn,40,36,575.55,15.987499999999999,1266,35.166666666666664,4.126327608075152
R_1IWXqj0cRYmRnLa,79,43,834.16,19.39906976744186,1364,31.72093023255814,5.594413937600836
R_1IWp2m0gvPUsXI2,18,11,220.94,20.085454545454546,102,9.272727272727273,4.7637112141166424
R_1IWt7J1H7X5j4eL,35,77,2896.84,37.621298701298706,1272,16.51948051948052,5.297266814911858
R_1IXwEWfLjfU1xax,5,69,1652.9299999999998,23.955507246376808,1401,20.304347826086957,6.070437451977274
R_1IYpsszqv6YqEQ3,16,352,4178.1,11.869602272727274,1454,4.130681818181818,6.350344558098421
R_1IZA04pWGgneKFl,3,94,4957.65,52.74095744680851,1426,15.170212765957446,7.013879502940526
R_1IZBlduDFUJEphM,0,595,16040.47,26.958773109243698,1460,2.453781512605042,8.813848880267116
R_1IZaUJW0SgxmGhX,30,326,6604.97,20.26064417177914,1460,4.478527607361963,5.508010870137842
R_1IZaizh36yGgZ9k,13,573,12382.92,21.610680628272252,1329,2.319371727748691,8.692365922806825
R_1IZrt5CyqgTg2Qe,3,473,8614.08,18.211585623678648,1460,3.0866807610993656,7.859270287345673
R_1IaO9kPXlVlBWD9,163,21,687.47,32.736666666666665,1459,69.47619047619048,4.323337638325202
R_1IaQCAaU1CcbXWO,1,160,3755.59,23.4724375,1460,9.125,7.180549576439817
R_1IaYiTSaUaD2W2i,2,594,8594.7,14.469191919191921,1450,2.441077441077441,8.218760201060313
R_1IabI5u1FwYo00V,12,35,1640.91,46.88314285714286,1413,40.371428571428574,6.452427431701569
R_1IbecOt0BQCiSOz,36,151,7358.71,48.73317880794702,1336,8.847682119205299,5.781391453983184
R_1Ii7vZJ3EmJx7Uw,98,16,437.7,27.35625,1418,88.625,6.404285865169406
R_1IioZPxKZBHs2gO,3,155,3532.97,22.793354838709675,1306,8.425806451612903,8.342901707117344
R_1IjfIrRId1XetYO,5,161,4277.3,26.567080745341617,1266,7.863354037267081,6.848387367174784
R_1IjiyEVDz09eFAs,4,772,16698.57,21.63027202072539,1460,1.8911917098445596,8.527703761345787
R_1IlWpd2jLOlqA4H,11,12,142.52,11.876666666666667,270,22.5,5.279898781024019
R_1ImFLLGALT606WO,18,257,6175.71,24.03,1452,5.6498054474708175,5.98702972781787
R_1In6bbPNQjLRhxu,21,56,1044.71,18.655535714285715,904,16.142857142857142,6.236389159483849
R_1IpfWhyTOaCIYeM,6,226,3152.01,13.946946902654869,1328,5.876106194690266,7.956627452420146
R_1IsBNBTlSlOVuGG,4,772,11601.43,15.027759067357513,1459,1.8898963730569949,7.683550999851971
R_1Isyig1z1xCQlbf,15,1,257.56,257.56,15,15.0,5.555823696489756
R_1It3uPOCs8UZVMn,3,150,4576.46,30.509733333333333,1459,9.726666666666667,7.861048881799342
R_1IvixEtBxtoh7vX,18,57,955.78,16.768070175438595,598,10.491228070175438,4.400480313332128
R_1Iy2gQsVfTKf9TT,0,1892,35070.24,18.536067653276955,1457,0.7700845665961945,9.440972612928034
R_1IzrCDFm7It9xYW,29,95,7692.05,80.96894736842106,1444,15.2,6.177736623646287
R_1JCOWhti2Oqu5kS,354,34,898.78,26.43470588235294,1451,42.6764705882353,6.333030929365915
R_1JDPvSxDgeKBb7U,251,8,157.43,19.67875,279,34.875,3.7364784329132155
R_1JDhRjAMiEkIuKT,3,391,12063.62,30.853248081841436,1440,3.682864450127877,8.164237038480538
R_1JDsMErIBkh4e3h,8,71,2073.47,29.203802816901405,1345,18.943661971830984,7.419494485304471
R_1JE35IU6N21ow0O,1,128,2426.5099999999998,18.957109374999998,1322,10.328125,6.63089444516194
R_1JEoAUQUClB8E1Q,3,738,15092.13,20.450040650406503,1445,1.9579945799457994,8.04689831976355
R_1JFagmho9RdIy6Q,12,31,589.38,19.01225806451613,1420,45.806451612903224,6.719846140689151
R_1JJ8YCoLzDqN39u,10,129,2433.5299999999997,18.86457364341085,1445,11.2015503875969,6.984308829697913
R_1JJ9dsXDfWNb4HX,16,329,3077.45,9.353951367781155,713,2.1671732522796354,6.5549869798739415
R_1JJX4KoHykdcLcI,5,65,16028.75,246.59615384615384,1458,22.43076923076923,6.512829437181497
R_1JK328FVWElecfL,17,98,1884.58,19.230408163265306,1454,14.83673469387755,5.844008077640106
R_1JL4SqKTl0o7xEN,22,170,3364.55,19.791470588235295,1424,8.376470588235295,5.1528868883378305
R_1JLBP1fFf3p8tpy,9,199,9486.0,47.66834170854271,1458,7.326633165829146,8.533121657163816
R_1JRRs0ZhgHAXLPG,101,65,1071.1299999999999,16.478923076923074,1406,21.630769230769232,4.330075229041782
R_1JUT4H78WPmsV36,5,210,3418.18,16.277047619047618,1387,6.604761904761904,6.266118369268647
R_1JXvzOjJfRfNBLk,25,100,1734.93,17.3493,706,7.06,7.092174633858238
R_1K0zy1Mt6OG2jGF,1,247,5596.55,22.658097165991904,1310,5.303643724696356,7.500612400697362
R_1K1NjOtOgpzvVDE,20,6,145.9,24.316666666666666,481,80.16666666666667,2.8112082932048366
R_1K2pnJ1E6MRzlr0,8,292,4669.82,15.99253424657534,1452,4.972602739726027,4.857639502684128
R_1K8s5AXqBrnDyC4,12,258,5863.7,22.72751937984496,1456,5.6434108527131785,6.707681072251872
R_1K9f38YmK0xZOOv,8,186,3216.64,17.293763440860214,1419,7.629032258064516,7.626828457541325
R_1K9kGW0TCypZf4M,11,69,802.51,11.630579710144927,866,12.55072463768116,6.385514752400848
R_1K9yOc1WbKzImgH,15,83,2516.74,30.322168674698794,1231,14.831325301204819,7.8753891040038635
R_1KdkZBS3fscHwuC,79,16,1152.4,72.025,1000,62.5,4.990364557253896
R_1KdlBlo1yOVwef9,22,116,2373.09,20.457672413793105,1381,11.905172413793103,6.6016104811645215
R_1Kdrii5cpL8DIZS,15,203,4026.56,19.83527093596059,872,4.295566502463054,7.656800635170892
R_1KeTKuQXOr9Ds8d,1,62,1371.65,22.123387096774195,1158,18.677419354838708,6.962328687907297
R_1KeXbdcXuMQWdmP,3,513,8320.54,16.21937621832359,1308,2.5497076023391814,7.736721857684564
R_1Kfqeo4hMzlsFdQ,1,112,2030.52,18.12964285714286,1365,12.1875,7.527557273316267
R_1KgcgVU74gORt4G,3,102,2839.75,27.840686274509803,1460,14.313725490196079,6.8202565105093
R_1Kj7uR43IVKeTra,70,48,995.3,20.735416666666666,1176,24.5,5.0447146077491185
R_1KkFs7rgWXlWf58,2,417,10002.51,23.9868345323741,1460,3.501199040767386,8.338178959389266
R_1KlMYPvPKoudQO5,6,244,9398.03,38.51651639344263,1357,5.561475409836065,7.939319232897119
R_1KloshKwV8MUAx4,47,449,16619.05,37.013474387527836,1455,3.2405345211581293,7.8436329286143325
R_1KloxYvQthvrytv,2,473,12615.02,26.670232558139535,1457,3.080338266384778,7.934885887360705
R_1KlrpXr5yhzzVu3,2,9,194.32,21.59111111111111,47,5.222222222222222,6.772943066457892
R_1Km9vP07nuJmFHX,79,42,1227.64,29.229523809523812,1384,32.95238095238095,4.690613667805559
R_1KmbYBZQ4ogvucS,22,156,3225.03,20.673269230769233,1455,9.326923076923077,4.660888674744435
R_1KpwZSZ5wwEFepN,3,361,6831.27,18.92318559556787,1451,4.019390581717452,7.479310930773838
R_1KqhfYKlNJg85SH,16,82,2058.11,25.098902439024393,1351,16.475609756097562,6.650809309009441
R_1KrGWfbBFSsqxlt,3,202,3466.26,17.15970297029703,1429,7.074257425742574,7.112938504919354
R_1Kru2C0Zf28ZbQ0,5,663,14351.09,21.645686274509803,1455,2.1945701357466065,8.0952693788648
R_1Ks4GqaB1absf4q,0,723,8164.03,11.291881051175656,1448,2.0027662517289073,8.032915368882607
R_1KuRw7yqmhN2In1,8,91,1978.9,21.74615384615385,1293,14.208791208791208,5.22305488204749
R_1KwJ4svzD8bxfTs,7,130,1655.23,12.732538461538462,1451,11.161538461538461,4.374750225703106
R_1Kwnuz6KPM796nt,16,35,646.98,18.485142857142858,1340,38.285714285714285,6.247152729897919
R_1KxVDxZl2H0XoHS,1,1454,13604.41,9.356540577716643,1460,1.0041265474552958,8.642129249764956
R_1LA7EtbBxPAL2qa,23,27,378.29,14.010740740740742,234,8.666666666666666,7.372733803511345
R_1LBb6RJC62dh4y4,9,311,6132.69,19.71926045016077,1453,4.672025723472669,8.012044755214534
R_1LCDUCqkRzsNyRo,15,3,83.97,27.99,70,23.333333333333332,5.165014519233616
R_1LCMXBRIyG4h84a,9,156,5464.97,35.031858974358975,1414,9.064102564102564,7.222040333228452
R_1LCdu4c1mJw1NPw,173,10,360.0,36.0,556,55.6,5.573901553801681
R_1LFEtkSrCa4Ri46,11,186,7189.61,38.65381720430107,603,3.2419354838709675,8.538042329752198
R_1LFmho6mBajcceh,10,355,7009.83,19.746,1421,4.002816901408451,8.73618895252956
R_1LFqrP3wXLY29vm,4,264,3596.24,13.622121212121211,740,2.803030303030303,8.07059979188371
R_1LH9jGluPc9Ks28,10,4,25.8,6.45,298,74.5,3.5826852577075323
R_1LI4sRCOpeUEw4V,3,164,5576.8,34.00487804878049,1447,8.823170731707316,8.03054622705109
R_1LIGtABfsfoV9eO,8,52,761.61,14.646346153846155,1294,24.884615384615383,7.054855447982539
R_1LIJDv6NDuvkCi4,9,238,7036.87,29.56668067226891,1457,6.121848739495798,7.374033226486814
R_1LIhFuivD74bKNQ,29,4,38.269999999999996,9.567499999999999,383,95.75,6.986880642947642
R_1LLeEJshq2p2Ej7,1,114,1893.92,16.613333333333333,1394,12.228070175438596,7.510611164041189
R_1LMa9REuvUok05j,0,664,15958.85,24.03441265060241,1460,2.1987951807228914,8.586504678806417
R_1LMcU7izBtOlnNn,23,309,6489.04,21.000129449838187,1442,4.666666666666667,7.158039176448519
R_1LMuiHUY0gK5lHE,47,54,1895.41,35.10018518518519,1445,26.75925925925926,5.660144017626371
R_1LRMfvqtCuHQOG4,5,331,9319.39,28.15525679758308,1453,4.389728096676738,7.335268856606921
R_1LRR1P5IQqdSvIP,3,1058,33414.29,31.58250472589792,1452,1.3724007561436673,9.29191390733489
R_1LRtdK1XMr1uFCf,41,401,4727.66,11.789675810473815,1460,3.6408977556109727,6.453278482169792
R_1LRxmw1v9XlwyZ4,2,300,8613.84,28.7128,1458,4.86,6.661714065689431
R_1LU3ZUh1C0Ij7PO,9,398,6936.6,17.428643216080403,1177,2.957286432160804,7.418576902740128
R_1LUaD6cuon5njXD,7,132,3368.64,25.52,1448,10.969696969696969,6.551880015213969
R_1LUuuC6VrhpFCm8,4,151,3861.34,25.5717880794702,1411,9.344370860927153,7.282754306729741
R_1LXWy9XtgeTLKs3,5,106,11455.14,108.06735849056604,1433,13.518867924528301,9.693477996456997
R_1LXruw2HNunUocq,0,161,5177.58,32.15888198757764,1449,9.0,6.696713208484599
R_1LY9mbPmeG2WbfE,19,99,2454.57,24.793636363636367,1449,14.636363636363637,6.55596836911618
R_1LZKI07AWpPDeKE,290,21,381.65999999999997,18.174285714285713,1012,48.19047619047619,7.911470635780565
R_1LbUTgaWmOcYHoQ,18,306,5897.04,19.271372549019606,1458,4.764705882352941,4.3291531450668135
R_1LcBezsxrOCPoma,16,292,2496.36,8.549178082191782,1421,4.866438356164384,6.380715581353119
R_1LcCULNDVzpY8B5,4,180,3171.67,17.62038888888889,1457,8.094444444444445,7.971924490065529
R_1LcHRNTQP5Ht1tg,1,213,6231.18,29.2543661971831,1377,6.464788732394366,7.531193260124958
R_1Lcd7C42dsaZUig,2,316,5155.52,16.31493670886076,1259,3.9841772151898733,8.816193470633404
R_1Ld1FGLTStOykIS,86,4,66.94,16.735,450,112.5,3.1346242724206097
R_1LdmaFBhWUcIaF7,2,384,6922.44,18.0271875,1458,3.796875,7.0648359479102965
R_1LduYCKTqHZAamW,5,93,1637.97,17.61258064516129,1413,15.193548387096774,6.457460154956179
R_1LhFM2BaxIGVUFr,0,268,6150.03,22.947873134328358,1459,5.4440298507462686,7.413506047425349
R_1LhfOLPGAesRIV6,90,18,637.63,35.42388888888889,1396,77.55555555555556,4.262539022051294
R_1LhrEPku3icyXBp,131,20,487.14,24.357,1259,62.95,4.29374171980631
R_1LiA2fJVDUQ4IXM,3,128,7805.4,60.9796875,1419,11.0859375,4.855851080295389
R_1LjSgCvVRqzw9aN,3,383,9655.18,25.20934725848564,1458,3.8067885117493474,8.314254147417927
R_1Lkg917fX5vUGok,14,118,3465.99,29.37279661016949,1009,8.55084745762712,6.808454145907705
R_1LoL695ixNZxVpn,0,154,2522.92,16.382597402597405,1229,7.98051948051948,6.205890207802469
R_1LqEf4VXuqbsVzA,9,219,4327.1,19.758447488584476,1446,6.602739726027397,6.290920781271355
R_1LulffFsNbmcr93,192,20,2756.82,137.841,1331,66.55,6.818060304363305
R_1Luv6L4DgyQNKdI,102,37,736.43,19.903513513513513,1415,38.24324324324324,4.21921354426797
R_1Luv7PTSNMEjqFV,0,308,8175.5,26.54383116883117,1425,4.626623376623376,7.326610340209061
R_1LwfsLJ5DG4OwEO,1,274,6252.51,22.819379562043796,1194,4.357664233576642,7.073600171328392
R_1M3AyVBcoK62Enz,926,15,446.8,29.78666666666667,1365,91.0,3.9621456148313565
R_1M3NpvxQQpsbEzI,35,105,878.6899999999999,8.36847619047619,1365,13.0,5.12746973182771
R_1M5mnTcAVcSRcli,17,136,3912.33,28.767132352941175,1450,10.661764705882353,7.816815936747572
R_1MJSWPNY1QR0Q68,2,300,7041.56,23.471866666666667,1458,4.86,7.17541319960299
R_1MMP47rgh3ubRwP,18,281,6856.63,24.40081850533808,1453,5.170818505338079,7.069729560185953
R_1MPUcBEwaqGfQoa,4,127,3640.62,28.666299212598425,1446,11.385826771653543,8.224101848538279
R_1MQ9xtfsmzwaDML,18,57,1601.49,28.096315789473685,1416,24.842105263157894,5.1392630166924285
R_1MQIBxrlXnpRlSN,3,128,4826.6,37.7078125,1387,10.8359375,6.560747740445541
R_1MQJZk1ALfEkRX3,12,130,2822.14,21.70876923076923,1460,11.23076923076923,7.1675932782039204
R_1MR5moHBEzMpL1a,22,25,1707.56,68.30239999999999,607,24.28,6.619473026458324
R_1MR5sQWJc19hOeY,5,41,1958.76,47.77463414634146,1144,27.902439024390244,6.438503367126074
R_1MRiCPyfWGB5siw,204,32,827.88,25.87125,1379,43.09375,4.659279511635123
R_1MRq2bN1HyXAyLJ,26,88,1666.39,18.93625,1385,15.738636363636363,4.2381562642541795
R_1MSOoW9gkEFmm8j,8,514,10691.11,20.799824902723735,1460,2.840466926070039,8.295091597076272
R_1MSdx5jdOD4hvgV,24,38,637.0699999999999,16.764999999999997,1460,38.421052631578945,6.082903607424764
R_1MTbVUzYEQq2MzU,0,430,8229.28,19.13786046511628,1447,3.3651162790697673,7.922293690163101
R_1MTfhMzI3ijaGhX,14,153,2750.56,17.97751633986928,956,6.248366013071895,6.196484860162502
R_1MWGgHMNDdqJb2L,0,111,2514.42,22.652432432432434,1447,13.036036036036036,6.810440090490597
R_1MXNkKRoumaX8uK,5,219,4176.05,19.068721461187216,1436,6.557077625570776,6.414982386323598
R_1MXUL8xOw2LkP30,3,251,4360.52,17.372589641434264,1443,5.749003984063745,6.60127087876774
R_1MY7yxvExjQWTkv,9,373,5676.37,15.218150134048257,1455,3.900804289544236,7.315264962188089
R_1MYWNvd6IFetpta,10,1057,12343.31,11.677682119205297,1459,1.380321665089877,7.35772837996424
R_1MYdjbgZgAAC4Mx,0,986,7266.4800000000005,7.369655172413793,1077,1.092292089249493,7.47559430607456
R_1MYrYnG98fauwrr,0,236,3988.02,16.898389830508474,1365,5.783898305084746,7.3509913318884
R_1N1YOGbiFkuF3OL,11,102,2764.12,27.09921568627451,1430,14.019607843137255,7.499926760952056
R_1N2pRfCrIwFtKcN,31,50,3744.67,74.8934,1443,28.86,6.071476485077366
R_1N4VduE7gDj7UHY,9,198,4981.79,25.160555555555554,1400,7.070707070707071,7.8469888007165105
R_1N52McSjcCnVqIm,1388,2,31.380000000000003,15.690000000000001,1401,700.5,5.358188763585427
R_1N5g9DewPFrXN7Z,3,236,4526.37,19.179533898305085,1455,6.165254237288136,7.082917938577612
R_1N82O6CJHs0nGOl,7,27,485.78,17.99185185185185,1108,41.03703703703704,5.261082679937811
R_1N82p883ADvIocT,53,87,1109.59,12.75390804597701,1431,16.448275862068964,6.1812581187406375
R_1N8EWV0P6ZdrhpK,18,49,2122.32,43.312653061224495,1444,29.46938775510204,6.5446453894053525
R_1N9BtdjOYs5v931,13,239,5378.9,22.50585774058577,1432,5.99163179916318,7.483458116522872
R_1N9pWwGB4wRs5qJ,78,21,692.78,32.98952380952381,1358,64.66666666666667,5.483218925605378
R_1N9qRfxsySxBONQ,1,697,15267.17,21.904117647058822,1188,1.7044476327116211,8.887104348906476
R_1NCxClJRs1CoC8r,5,86,2520.73,29.310813953488374,1108,12.883720930232558,7.361432606504055
R_1NCzj2eSHI4QGcd,0,1872,32843.07,17.544375,1459,0.7793803418803419,9.341364248408055
R_1NDiWYuyBol2BgP,15,596,10930.13,18.339144295302013,1455,2.4412751677852347,6.945600045955487
R_1NDpAK5cXZeWOk0,250,21,1290.88,61.4704761904762,1199,57.095238095238095,6.659242636317386
R_1NDq0rxoUSu6oyz,1,2113,43892.58,20.772636062470422,1458,0.6900141978230004,9.997326650830443
R_1NEVjqnQFBlnPsg,3,1326,40424.59,30.486116138763194,1460,1.10105580693816,8.882984256966205
R_1NFde2vzLpu8IWT,11,288,5911.1,20.524652777777778,1458,5.0625,7.938374196496379
R_1Ne15WLtaDfzhn6,4,256,8243.82,32.202421875,706,2.7578125,8.065654825005117
R_1Ne2JloUidBq219,71,12,682.9,56.90833333333333,74,6.166666666666667,4.6135351023197195
R_1NeoNgC1NTMpb9s,16,55,1334.13,24.256909090909094,1264,22.98181818181818,7.490763880431157
R_1NewMfEsTdiNbSy,1,331,6100.99,18.431993957703927,1455,4.395770392749244,8.397237797898196
R_1NfYBCMTmzHgXGh,4,2,42.98,21.49,4,2.0,1.7817091333745536
R_1NfxGiJddqHvUUI,5,351,7177.85,20.4497150997151,1457,4.150997150997151,7.993079673323312
R_1NgAUlbpH2mgLYQ,1,628,12090.46,19.25232484076433,1453,2.3136942675159236,9.78864163681695
